domain,agency,status,redirect,valid,sitemap,allowed
drugabuse.gov,"Department of Health and Human Services",200,"https://nida.nih.gov/robots.txt",true,"https://nida.nih.gov/sitemap.xml",true
eldercare.gov,"Department of Health and Human Services",404,"https://eldercare.gov/robots.txt",false,"null",false
docline.gov,"Department of Health and Human Services",404,"https://www.docline.gov/robots.txt",false,"null",false
encuentraapoyo.gov,"Department of Health and Human Services",404,"https://www.samhsa.gov/encuentra-apoyo/robots.txt",false,"null",false
everytrycounts.gov,"Department of Health and Human Services",200,"https://everytrycounts.betobaccofree.hhs.gov/",false,"null",false
familyplanning.gov,"Department of Health and Human Services",200,"https://reproductivehealthservices.gov/robots.txt",false,"null",false
fatherhood.gov,"Department of Health and Human Services",403,"http://fatherhood.gov/robots.txt",false,"null",false
fda.gov,"Department of Health and Human Services",200,"https://www.fda.gov/robots.txt",true,"https://www.fda.gov/sitemap.xml",true
findsupport.gov,"Department of Health and Human Services",404,"https://www.samhsa.gov/find-support/robots.txt",false,"null",false
findtreatment.gov,"Department of Health and Human Services",200,"https://findtreatment.gov/robots.txt",true,"null",true
flu.gov,"Department of Health and Human Services",200,"https://www.cdc.gov/flu/",false,"null",false
fitness.gov,"Department of Health and Human Services",500,"null",false,"null",false
foodsafety.gov,"Department of Health and Human Services",200,"https://www.foodsafety.gov/robots.txt",true,"https://www.globalsiteseo.com/foodsafetygov.GSM/foodsafetygov.gsm.index.en_super.xml",true
fruitsandveggiesmatter.gov,"Department of Health and Human Services",500,"null",false,"null",false
bioethics.gov,"Department of Health and Human Services",500,"null",false,"null",false
genome.gov,"Department of Health and Human Services",200,"https://www.genome.gov/robots.txt",true,"null",true
girlshealth.gov,"Department of Health and Human Services",200,"https://www.girlshealth.gov/robots.txt",true,"null",true
gmta.gov,"Department of Health and Human Services",404,"https://gmta.gov/robots.txt",false,"null",false
globalhealth.gov,"Department of Health and Human Services",404,"https://www.hhs.gov/about/agencies/ogarobots.txt",false,"null",false
grants.gov,"Department of Health and Human Services",200,"https://grants.gov/robots.txt",true,"null",true
grantsolutions.gov,"Department of Health and Human Services",200,"https://www.grantsolutions.gov/robots.txt",true,"null",false
guideline.gov,"Department of Health and Human Services",200,"https://www.ahrq.gov/",false,"null",false
hc.gov,"Department of Health and Human Services",500,"null",false,"null",false
guidelines.gov,"Department of Health and Human Services",200,"https://www.ahrq.gov/",false,"null",false
health.gov,"Department of Health and Human Services",200,"https://health.gov/robots.txt",true,"null",true
healthcare.gov,"Department of Health and Human Services",200,"https://www.healthcare.gov/robots.txt",true,"https://www.healthcare.gov/sitemap-index.xml",true
healthdata.gov,"Department of Health and Human Services",200,"https://healthdata.gov/robots.txt",true,"https://s3.amazonaws.com/sa-socrata-sitemaps-us-east-1-fedramp-prod/sitemaps/sitemap-healthdata.gov.xml",true
childcare.gov,"Department of Health and Human Services",500,"null",false,"null",false
healthindicators.gov,"Department of Health and Human Services",500,"null",false,"null",false
healthfinder.gov,"Department of Health and Human Services",404,"https://health.gov/myhealthfinder/robots.txt",false,"null",false
healthypeople.gov,"Department of Health and Human Services",500,"null",false,"null",false
healthit.gov,"Department of Health and Human Services",200,"https://www.healthit.gov/robots.txt",true,"null",true
hhs.gov,"Department of Health and Human Services",404,"https://www.hhs.gov/web/508/robots.txt",false,"null",false
hearttruth.gov,"Department of Health and Human Services",200,"https://www.nhlbi.nih.gov/health-topics/education-and-awareness/heart-truth",false,"null",false
hiv.gov,"Department of Health and Human Services",200,"https://www.hiv.gov/robots.txt",true,"https://www.hiv.gov/sitemap-index.xml",true
diabetescommittee.gov,"Department of Health and Human Services",500,"null",false,"null",false
idealab.gov,"Department of Health and Human Services",404,"https://www.hhs.gov/cto/index.html",false,"null",false
freshempire.gov,"Department of Health and Human Services",500,"null",false,"null",false
ihs.gov,"Department of Health and Human Services",200,"https://www.ihs.gov/robots.txt",true,"null",true
longtermcare.gov,"Department of Health and Human Services",502,"http://longtermcare.gov/robots.txt",false,"null",false
medicaid.gov,"Department of Health and Human Services",200,"https://www.medicaid.gov/robots.txt",true,"null",true
medicalbillrights.gov,"Department of Health and Human Services",500,"null",false,"null",false
hhsoig.gov,"Department of Health and Human Services",500,"null",false,"null",false
medicare.gov,"Department of Health and Human Services",200,"https://www.medicare.gov/robots.txt",true,"null",true
hhsops.gov,"Department of Health and Human Services",500,"null",false,"null",false
medlineplus.gov,"Department of Health and Human Services",200,"https://medlineplus.gov/robots.txt",true,"https://medlineplus.gov/sitemap.xml",true
mentalhealth.gov,"Department of Health and Human Services",200,"https://www.samhsa.gov/mental-health",false,"null",false
mesh.gov,"Department of Health and Human Services",200,"https://meshb.nlm.nih.gov/",false,"null",false
hrsa.gov,"Department of Health and Human Services",500,"null",false,"null",false
ncifcrf.gov,"Department of Health and Human Services",500,"null",false,"null",false
mymedicare.gov,"Department of Health and Human Services",200,"https://www.medicare.gov/my/home",false,"null",false
niosh.gov,"Department of Health and Human Services",500,"null",false,"null",false
nextlegends.gov,"Department of Health and Human Services",200,"https://therealcost.betobaccofree.hhs.gov/nextlegends",false,"null",false
nih.gov,"Department of Health and Human Services",500,"null",false,"null",false
nnlm.gov,"Department of Health and Human Services",200,"https://www.nnlm.gov/robots.txt",true,"https://nnlm.gov/sitemap.xml",true
opioids.gov,"Department of Health and Human Services",200,"https://www.hhs.gov/opioids/index.html",false,"null",false
nlm.gov,"Department of Health and Human Services",200,"https://www.nlm.nih.gov/",false,"null",false
organdonor.gov,"Department of Health and Human Services",200,"https://www.organdonor.gov/robots.txt",true,"https://www.organdonor.gov/sitemap.xml",true
phe.gov,"Department of Health and Human Services",200,"https://www.phe.gov/robots.txt",true,"https://prod-phe.hhs.gov:443/sitemap.xml",true
pandemicflu.gov,"Department of Health and Human Services",200,"https://www.cdc.gov/flu/pandemic-resources/index.htm",false,"null",false
recoverymonth.gov,"Department of Health and Human Services",200,"https://www.samhsa.gov/recovery-month",false,"null",false
psc.gov,"Department of Health and Human Services",404,"https://www.hhs.gov/about/agencies/asa/psc/index.htmlrobots.txt",false,"null",false
pubmed.gov,"Department of Health and Human Services",200,"https://misuse.ncbi.nlm.nih.gov/error/abuse.shtml",false,"null",false
insurekidsnow.gov,"Department of Health and Human Services",500,"null",false,"null",false
reproductivehealthservices.gov,"Department of Health and Human Services",200,"https://reproductivehealthservices.gov/robots.txt",false,"null",false
selectagents.gov,"Department of Health and Human Services",404,"https://selectagents.gov/robots.txt",false,"null",false
stopalcoholabuse.gov,"Department of Health and Human Services",500,"null",false,"null",false
simplereport.gov,"Department of Health and Human Services",200,"https://www.simplereport.gov/robots.txt",true,"https://www.simplereport.gov/sitemap.xml",true
smokefree.gov,"Department of Health and Human Services",200,"https://smokefree.gov/robots.txt",true,"null",true
medicalcountermeasures.gov,"Department of Health and Human Services",500,"null",false,"null",false
surgeongeneral.gov,"Department of Health and Human Services",404,"https://www.hhs.gov/surgeongeneral/not-found/robots.txt",false,"null",false
stopbullying.gov,"Department of Health and Human Services",200,"https://www.stopbullying.gov/robots.txt",true,"https://www.stopbullying.gov/sitemap.xml",true
thebraininitiative.gov,"Department of Health and Human Services",200,"https://braininitiative.nih.gov/robots.txt",true,"null",true
therealcost.gov,"Department of Health and Human Services",200,"https://therealcost.betobaccofree.hhs.gov/robots.txt",true,"null",true
tobacco.gov,"Department of Health and Human Services",200,"https://betobaccofree.hhs.gov/robots.txt",true,"https://betobaccofree.hhs.gov/sitemap.xml",true
usbm.gov,"Department of Health and Human Services",500,"null",false,"null",false
usphs.gov,"Department of Health and Human Services",500,"null",false,"null",false
tox21.gov,"Department of Health and Human Services",200,"https://tox21.gov/robots.txt",true,"https://tox21.gov/sitemap_index.xml",true
thisfreelife.gov,"Department of Health and Human Services",404,"https://smokefree.gov/lgbt-and-smokingrobots.txt",false,"null",false
vaccine.gov,"Department of Health and Human Services",200,"https://www.vaccines.gov/robots.txt",true,"null",true
vaccines.gov,"Department of Health and Human Services",200,"https://www.vaccines.gov/robots.txt",true,"null",true
vacine.gov,"Department of Health and Human Services",200,"https://www.vaccines.gov/robots.txt",true,"null",true
vacines.gov,"Department of Health and Human Services",200,"https://www.vaccines.gov/robots.txt",true,"null",true
vacuna.gov,"Department of Health and Human Services",200,"https://www.vacunas.gov/robots.txt",true,"null",true
vacunas.gov,"Department of Health and Human Services",200,"https://www.vacunas.gov/robots.txt",true,"null",true
visforvaccinated.gov,"Department of Health and Human Services",404,"https://visforvaccinated.gov/robots.txt",false,"null",false
whitehouseconferenceonaging.gov,"Department of Health and Human Services",404,"https://whitehouseconferenceonaging.gov/robots.txt",false,"null",false
youth.gov,"Department of Health and Human Services",200,"https://youth.gov/robots.txt",true,"null",true
womenshealth.gov,"Department of Health and Human Services",200,"https://www.womenshealth.gov/robots.txt",true,"null",true
biometrics.gov,"Department of Homeland Security",200,"https://www.dhs.gov/biometrics",false,"null",false
cisa.gov,"Department of Homeland Security",200,"https://www.cisa.gov/robots.txt",true,"null",true
cbp.gov,"Department of Homeland Security",200,"https://www.cbp.gov/robots.txt",true,"null",true
cyber.gov,"Department of Homeland Security",200,"https://www.cisa.gov/robots.txt",true,"null",true
cybersecurity.gov,"Department of Homeland Security",200,"https://www.cisa.gov/robots.txt",true,"null",true
disasterassistance.gov,"Department of Homeland Security",403,"https://disasterassistance.gov/robots.txt",false,"null",false
dhs.gov,"Department of Homeland Security",200,"https://www.dhs.gov/robots.txt",true,"https://www.dhs.gov/sitemap.xml",true
dns.gov,"Department of Homeland Security",500,"null",false,"null",false
dotgov.gov,"Department of Homeland Security",200,"https://get.gov/robots.txt",true,"null",true
e-verify.gov,"Department of Homeland Security",200,"https://www.e-verify.gov/sites/default/files/robots.txt",true,"null",true
everify.gov,"Department of Homeland Security",200,"https://www.e-verify.gov/sites/default/files/robots.txt",true,"null",true
fema.gov,"Department of Homeland Security",200,"https://www.fema.gov/robots.txt",true,"null",true
evus.gov,"Department of Homeland Security",404,"https://www.evus.gov/robots.txt",false,"null",false
firstrespondertraining.gov,"Department of Homeland Security",200,"https://www.firstrespondertraining.gov/frts/",false,"null",false
fleta.gov,"Department of Homeland Security",200,"https://www.fleta.gov/robots.txt",true,"https://www.fleta.gov/sitemap.xml",true
fletc.gov,"Department of Homeland Security",200,"https://www.fletc.gov/robots.txt",true,"https://www.fletc.gov/sitemap.xml",true
get.gov,"Department of Homeland Security",200,"https://get.gov/robots.txt",true,"null",true
floodsmart.gov,"Department of Homeland Security",403,"https://www.floodsmart.gov/robots.txt",false,"null",false
globalentry.gov,"Department of Homeland Security",200,"https://www.cbp.gov/travel/trusted-traveler-programs/global-entry",false,"null",false
homelandsecurity.gov,"Department of Homeland Security",200,"https://www.dhs.gov/",false,"null",false
ice.gov,"Department of Homeland Security",200,"https://www.ice.gov/robots.txt",true,"null",true
know2protect.gov,"Department of Homeland Security",200,"https://www.dhs.gov/know2protect",false,"null",false
juntos.gov,"Department of Homeland Security",200,"https://www.juntos.gov/robots.txt",true,"null",false
listo.gov,"Department of Homeland Security",404,"https://www.listo.gov/es/robots.txt",false,"null",false
niem.gov,"Department of Homeland Security",200,"https://www.niem.gov/robots.txt",true,"null",true
nmsc.gov,"Department of Homeland Security",500,"null",false,"null",false
ns.gov,"Department of Homeland Security",500,"null",false,"null",false
power2prevent.gov,"Department of Homeland Security",500,"null",false,"null",false
preventionresourcefinder.gov,"Department of Homeland Security",200,"https://www.dhs.gov/prevention",false,"null",false
ready.gov,"Department of Homeland Security",200,"https://www.ready.gov/robots.txt",true,"null",true
readybusiness.gov,"Department of Homeland Security",200,"https://www.ready.gov/business",false,"null",false
safetyact.gov,"Department of Homeland Security",404,"https://www.safetyact.gov/robots.txt",false,"null",false
samhsa.gov,"Department of Health and Human Services",500,"null",false,"null",false
secretservice.gov,"Department of Homeland Security",404,"https://www.secretservice.gov/sites/default/files/robots.txt",false,"null",false
